rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
30,1.0,atr_2x,3,0.2,True,11,45.5,2.35,2.93,0.8,4h
30,2.0,atr_2x,3,0.1,True,10,60.0,2.29,2.08,1.1,4h
30,2.0,bb_mid,5,0.1,True,10,60.0,2.28,3.46,0.66,4h
30,1.0,atr_2x,5,0.1,True,11,45.5,1.98,2.45,0.81,4h
30,1.0,bb_mid,7,0.1,True,11,45.5,1.87,3.56,0.53,4h
30,1.0,bb_mid,3,0.2,True,11,45.5,1.62,3.06,0.53,4h
30,2.0,bb_mid,3,0.1,True,10,60.0,1.4,2.08,0.67,4h
30,1.0,bb_mid,5,0.1,True,11,45.5,1.37,2.55,0.54,4h
30,1.0,atr_2x,3,0.1,True,11,45.5,1.2,1.47,0.82,4h
30,1.0,bb_mid,3,0.1,True,11,45.5,0.84,1.53,0.55,4h
35,1.0,atr_3x,3,0.1,True,33,24.2,-2.59,4.77,-0.54,4h
35,2.0,atr_2x,3,0.1,True,30,50.0,-3.57,5.47,-0.65,4h
35,1.0,atr_3x,5,0.1,True,33,24.2,-4.38,7.89,-0.55,4h
35,1.5,atr_3x,3,0.1,True,30,30.0,-4.39,6.57,-0.67,4h
35,1.0,atr_2x,3,0.1,True,33,27.3,-4.8,5.9,-0.81,4h
35,1.5,atr_2x,3,0.1,True,31,38.7,-4.88,6.26,-0.78,4h
35,1.0,bb_mid,3,0.1,True,33,27.3,-5.18,6.57,-0.79,4h
35,1.0,atr_3x,3,0.2,True,33,24.2,-5.28,9.44,-0.56,4h
35,2.0,atr_3x,3,0.1,True,29,34.5,-5.49,7.39,-0.74,4h
35,2.0,bb_mid,3,0.1,True,30,53.3,-5.7,7.21,-0.79,4h
35,1.5,bb_mid,3,0.1,True,31,41.9,-5.89,7.32,-0.8,4h
35,2.0,atr_2x,5,0.1,True,30,50.0,-6.02,9.02,-0.67,4h
45,1.5,atr_2x,3,0.1,True,71,39.4,-6.09,8.21,-0.74,4h
35,1.0,atr_3x,7,0.1,True,33,24.2,-6.2,10.97,-0.57,4h
40,1.0,atr_3x,3,0.1,True,57,19.3,-6.82,10.4,-0.66,4h
45,2.0,atr_2x,3,0.1,True,67,44.8,-7.18,9.92,-0.72,4h
45,1.5,atr_3x,3,0.1,True,68,30.9,-7.19,8.16,-0.88,4h
35,2.0,atr_2x,3,0.2,True,30,50.0,-7.27,10.78,-0.67,4h
35,1.5,atr_3x,5,0.1,True,30,30.0,-7.34,10.83,-0.68,4h
35,1.0,atr_2x,5,0.1,True,33,27.3,-7.93,9.69,-0.82,4h
35,1.0,atr_3x,3,0.3,True,33,24.2,-8.07,14.0,-0.58,4h
35,1.5,atr_2x,5,0.1,True,31,38.7,-8.11,10.27,-0.79,4h
40,1.5,atr_3x,3,0.1,True,51,27.5,-8.44,10.84,-0.78,4h
35,2.0,atr_2x,7,0.1,True,30,50.0,-8.52,12.51,-0.68,4h
35,1.0,bb_mid,5,0.1,True,33,27.3,-8.54,10.75,-0.79,4h
35,1.5,atr_3x,3,0.2,True,30,30.0,-8.82,12.91,-0.68,4h
35,1.0,atr_3x,5,0.2,True,33,24.2,-9.02,15.49,-0.58,4h
45,1.5,bb_mid,3,0.1,True,74,47.3,-9.13,9.13,-1.0,4h
35,2.0,atr_3x,5,0.1,True,29,34.5,-9.16,12.16,-0.75,4h
40,1.0,atr_2x,3,0.1,True,57,22.8,-9.22,10.52,-0.88,4h
