fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,26,3.0,3.0,0.4286,7,0.1,2618,18.8,-83.47,83.63,-1.0,15m
12,26,3.0,2.0,0.2857,7,0.1,2618,14.2,-83.6,83.78,-1.0,15m
9,50,3.0,3.0,0.6,5,0.2,2165,20.3,-83.62,84.26,-0.99,15m
12,26,5.0,1.0,0.2,5,0.2,2618,10.6,-83.76,84.34,-0.99,15m
5,26,5.0,3.0,0.6,5,0.1,4155,21.9,-83.83,83.83,-1.0,15m
5,50,3.0,3.0,0.4286,7,0.1,2815,17.0,-83.91,84.08,-1.0,15m
12,21,3.0,2.0,0.2857,7,0.1,2925,14.9,-83.99,84.4,-1.0,15m
9,21,5.0,2.0,0.2857,7,0.1,3423,15.1,-84.01,84.12,-1.0,15m
5,50,2.0,2.0,0.2857,7,0.1,2815,15.0,-84.05,84.25,-1.0,15m
5,26,5.0,1.0,0.2,5,0.1,4155,12.0,-84.16,84.3,-1.0,15m
9,21,2.0,1.0,0.3333,3,0.2,3423,18.6,-84.18,84.18,-1.0,15m
5,50,2.0,3.0,0.4286,7,0.1,2815,19.1,-84.19,84.35,-1.0,15m
5,26,3.0,3.0,0.6,5,0.1,4155,22.3,-84.27,84.39,-1.0,15m
